TIF Number,TIF District,Report Year,Vendor Name,Vendor Service,Payment
T-043,Stockyards Annex,2017,Pan  Oceanic Engineering,Public Improvement,137137.94
T-077,Lincoln Avenue,2018,Chicago Department of Transportation,Public Improvement,136006.52
T-147,LaSalle Central,2018,Kenny Construction,Public Improvement,133236.52
T-147,LaSalle Central,2017,Gordian Group,Public Improvement,132799.27
T-023,Goose Island,2018,AECOM Technical Service,Public Improvement,131976.42
T-052,Kinzie Industrial Corridor,2017,Knight E/A,Public Improvement,131956.06
T-081,Belmont/Central,2017,Seven-D Construction,Public Improvement,128237.16
T-118,47th/King Drive,2018,Chicago Department of Transportation,Public Improvement,128206.15
T-115,Chicago/Central Park,2017,Chicago Department of Transportation,Public Improvement,127641
T-111,105th/Vincennes,2018,Ameresco Inc,Public Improvement,126749.63
T-066,Greater Southwest Industrial (East),2018,Sumit Construction Co. Inc.,Public Improvement,125746.02
T-037,River South,2018,Capitol Cement,Public Improvement,125289.75
T-084,Western Avenue North,2018,Kenny Construction,Public Improvement,124412.12
T-034,North Branch South,2018,Jacobs Engineering,Public Improvement,123576.08
T-121,47th/Halsted,2018,Chicago Dept. of Fleet and Facilities Mgt,Public Improvement,122293.15
T-073,111th/Kedzie,2017,Sumit Construction Co. Inc.,Public Improvement,120660.48
T-001,35th/Halsted,2018,Collins Engineering,Public Improvement,120164.61
T-093,South Chicago,2018,CNECT LLC,Public Improvement,120000
T-103,Lake Calumet Area Industrial,2017,Munster Steel,Public Improvement,119414.88
T-109,Lawrence/Broadway,2017,AECOM Technical Service,Public Improvement,117816.08
T-064,Northwest Industrial Corridor,2017,Chicago Department of Transportation,Public Improvement,116046
T-072,24th/Michigan,2018,Christopher B. Burke Engr. Ltd.,Public Improvement,115870.72
T-115,Chicago/Central Park,2017,D. B. Sterlin Consulting,Public Improvement,115502.08
T-101,Jefferson/Roosevelt,2017,Anchor Mechanical,Public Improvement,114159.43
T-086,Central West,2018,CNECT LLC,Public Improvement,114001
T-097,51st/Archer,2017,Capitol Cement,Public Improvement,113805.77
T-095,Midwest,2017,F H Paschen S N Nielson,Public Improvement,113524.57
T-112,79th/Southwest Highway,2017,CNECT LLC,Public Improvement,110973
T-076,Devon/Western,2018,Capitol Cement Co.,Public Improvement,106043
T-037,River South,2018,Commonwealth Edison,Public Improvement,105472
T-156,Austin Commercial,2018,Seven-D Construction,Public Improvement,104051.41
T-103,Lake Calumet Area Industrial,2018,Chicago Department of Transportation,Public Improvement,103839.5
T-048,Western/Ogden,2017,Paschen Divane JV,Public Improvement,103706.03
T-058,Portage Park,2017,G&V Construction,Public Improvement,102917
T-034,North Branch South,2017,Capitol Cement,Public Improvement,102172.86
T-161,Ogden/Pulaski,2018,John Burns Construction,Public Improvement,101001.59
T-167,Avondale,2018,Stanley Consultants,Public Improvement,100719.39
T-095,Midwest,2017,Aldridge Electric,Public Improvement,99626.3
T-086,Central West,2018,FH Paschen/SN Nielsen & Associates,Public Improvement,98664.65
T-095,Midwest,2018,Leopardo Companies,Public Improvement,98514.49
T-094,Chicago/Kingsbury,2018,Gordian Group,Public Improvement,98348.17
T-072,24th/Michigan,2017,Christopher B. Burke Engr. Ltd.,Public Improvement,97517
T-028,Lincoln/Belmont/Ashland,2018,Globetrotters Engineering,Public Improvement,96390.7
T-095,Midwest,2017,Chicago Department of Transportation,Public Improvement,95874.11
T-053,Pilsen Industrial Corridor,2017,STV Inc.,Public Improvement,95508.32
T-106,Englewood Neighborhood,2017,Leopardo Companies,Public Improvement,94822.96
T-030,Near North,2017,AECOM Tech Service,Public Improvement,94349
T-176,107th/Halsted,2018,Ameresco Inc,Public Improvement,94092.69
T-156,Austin Commercial,2017,Paschen Divane JV,Public Improvement,93757.96
T-121,47th/Halsted,2018,Paschen Divane JV,Public Improvement,93578.77
T-095,Midwest,2017,Pan-Oceanic Engineering,Public Improvement,91836.37
T-104,River West,2018,AECOM Technical Services,Public Improvement,91802.01
T-023,Goose Island,2018,Jacobs Engineering,Public Improvement,91458.29
T-048,Western/Ogden,2017,Southwest Industries,Public Improvement,91020.59
T-127,87th/Cottage Grove,2017,AECOM Technical Services,Public Improvement,90928.37
T-043,Stockyards Annex,2017,Chicago Department of Water Management,Public Improvement,90552.86
T-084,Western Avenue North,2017,Southwest Industries,Public Improvement,90328.77
T-064,Northwest Industrial Corridor,2018,D.B. Sterlin Consultants,Public Improvement,90000
T-104,River West,2018,Seven D Construction,Public Improvement,89424.47
T-114,119th/Halsted,2018,Ameresco Inc,Public Improvement,89381.58
T-121,47th/Halsted,2018,Kenny Construction,Public Improvement,89166.34
T-063,Canal/Congress,2018,Collins Engineering,Public Improvement,88959.13
T-057,Jefferson Park,2017,Paschen Divane JV,Public Improvement,87008.3
T-037,River South,2018,John McDonough,Public Improvement,86281.05
T-037,River South,2017,Chicago Department of Water Management,Public Improvement,84494.43
T-052,Kinzie Industrial Corridor,2018,Terracon Consulting,Public Improvement,84109.1
T-153,Elston/Armstrong Industrial Corridor,2017,Chicago Department of Transportation,Public Improvement,83923.36
T-086,Central West,2017,Elgin Sweeping Service,Public Improvement,82781.79
T-030,Near North,2018,AECOM Tech Service,Public Improvement,82640.04
T-009,95th/Western,2018,Christopher B. Burke,Public Improvement,82200.03
T-055,43rd/Cottage Grove,2018,CNECT LLC,Public Improvement,82156
T-060,71st/Stony Island,2017,Pan Oceanic Engineering,Public Improvement,81734.54
T-156,Austin Commercial,2017,Latent Design Corp.,Public Improvement,81500
T-121,47th/Halsted,2017,Chicago Department of Transportation,Public Improvement,80446.37
T-036,Read/Dunning,2018,Chicago Department of Water Management,Public Improvement,79578
T-043,Stockyards Annex,2017,Chicago Department of Transportation,Public Improvement,79294.3
T-095,Midwest,2018,Sumit Construction Co.,Public Improvement,79206.85
T-087,Fullerton/Milwaukee,2017,Bigane Paving Co.,Public Improvement,79166.63
T-112,79th/Southwest Highway,2017,Elgin Sweeping,Public Improvement,78842.8
T-056,79th Street Corridor,2017,Bigane Paving Co.,Public Improvement,78125.26
T-072,24th/Michigan,2017,Knight E/A Inc.,Public Improvement,77880
T-052,Kinzie Industrial Corridor,2018,CNECT LLC,Public Improvement,77256.75
T-048,Western/Ogden,2017,Sumit Construction Co.,Public Improvement,76413.77
T-147,LaSalle Central,2018,Terracon Consulting,Public Improvement,75634
T-054,Stony Island Commercial/Burnside Industrial,2018,CNECT LLC,Public Improvement,75568
T-052,Kinzie Industrial Corridor,2017,Bigane Paving Co.,Public Improvement,75366.17
T-064,Northwest Industrial Corridor,2017,Bigane Paving Co.,Public Improvement,75134
T-084,Western Avenue North,2017,Anchor Mechanical,Public Improvement,74980.05
T-091,Peterson/Pulaski,2018,Electrical Resource Management,Public Improvement,74192.4
T-090,Peterson/Cicero,2018,Altamanu Inc,Public Improvement,72577.16
T-086,Central West,2017,Chicago Department of Transportation,Public Improvement,72407.06
T-052,Kinzie Industrial Corridor,2018,Traffic Signal,Public Improvement,72275
T-055,43rd/Cottage Grove,2017,Anchor Mechanical,Public Improvement,72010.8
T-109,Lawrence/Broadway,2018,AECOM Technical Service,Public Improvement,71973.37
T-095,Midwest,2017,EJM Engineering,Public Improvement,71916.9
T-121,47th/Halsted,2018,CNECT LLC,Public Improvement,71756.99
T-127,87th/Cottage Grove,2017,Latent Design Corp.,Public Improvement,71508.8
T-147,LaSalle Central,2017,Collins Engineering,Public Improvement,71189.48
T-064,Northwest Industrial Corridor,2017,AMEC Foster Wheeler,Public Improvement,70548
T-053,Pilsen Industrial Corridor,2018,AECOM Technical Services,Public Improvement,70510.98
T-127,87th/Cottage Grove,2018,Chicago Department of Transportation,Public Improvement,69987.98
T-085,Western Avenue South,2017,Sumit Construction,Public Improvement,69841.06
T-057,Jefferson Park,2018,Maintenance Coatings,Public Improvement,69368.76
T-036,Read/Dunning,2017,Chicago Department of Transportation,Public Improvement,69230.12
T-127,87th/Cottage Grove,2017,Jacobs Engineering Group,Public Improvement,69101.15
T-001,35th/Halsted,2017,Leopardo Companies Inc.,Public Improvement,68570.27
T-147,LaSalle Central,2018,FH Paschen SN Nielsen & Associates,Public Improvement,68322.07
T-064,Northwest Industrial Corridor,2018,Stanley Consultants Inc.,Public Improvement,67900
T-048,Western/Ogden,2018,Chicago Department of Transportation,Public Improvement,67605.75
T-179,Diversey/Chicago River,2018,Munster Steel,Public Improvement,67296.6
T-115,Chicago/Central Park,2017,CNECT LLC,Public Improvement,67104.85
T-153,Elston/Armstrong Industrial Corridor,2017,Aldridge Electric Co.,Public Improvement,65167.37
T-034,North Branch South,2018,Sumit Construction,Public Improvement,64502.33
T-095,Midwest,2017,Globetrotters Engineering,Public Improvement,64187.38
T-048,Western/Ogden,2018,CNECT LLC,Public Improvement,62000
T-037,River South,2018,Munster Steel,Public Improvement,61957.35
T-081,Belmont/Central,2017,Reliable Asphalt,Public Improvement,61257
T-001,35th/Halsted,2018,Chicago Department of Fleet & Facilities Mgt.,Public Improvement,60904.19
T-085,Western Avenue South,2017,Conduent State & Local Solutions,Public Improvement,60615.38
T-043,Stockyards Annex,2017,Baxter & Woodman,Public Improvement,60257.68
T-081,Belmont/Central,2018,D.B. Sterlin Consultants,Public Improvement,60000
T-139,Ravenswood Corridor,2017,Aldridge Electric Inc.,Public Improvement,59843.7
T-053,Pilsen Industrial Corridor,2018,STV Inc.,Public Improvement,59783.03
T-064,Northwest Industrial Corridor,2018,Globetrotters Engineering,Public Improvement,59661.82
T-090,Peterson/Cicero,2017,Leopardo Companies,Public Improvement,59535.97
T-034,North Branch South,2017,John McDonough,Public Improvement,59413
T-038,Roosevelt/Cicero Industrial Corridor,2017,John Burns Construction,Public Improvement,59280.96
T-033,North Branch North,2017,Conduent State & Local Solutions,Public Improvement,58818.5
T-053,Pilsen Industrial Corridor,2017,Maintenance Coating,Public Improvement,58539.01
T-109,Lawrence/Broadway,2018,Chicago Department of Transportation,Public Improvement,58478.5
T-115,Chicago/Central Park,2017,Elgin Sweeping Service,Public Improvement,58141.99
T-038,Roosevelt/Cicero Industrial Corridor,2018,Ciorba Group,Public Improvement,58011.01
T-104,River West,2017,Chicago Department of Transportation,Public Improvement,57252.53
T-086,Central West,2017,HNTB Corp.,Public Improvement,57000
T-053,Pilsen Industrial Corridor,2017,MSC Industrial Supply,Public Improvement,56279.88
T-118,47th/King Drive,2018,Latent Design Corp.,Public Improvement,55903.69
T-066,Greater Southwest Industrial (East),2017,Ogden Avenue Materials,Public Improvement,55058
T-085,Western Avenue South,2017,2600 Irving LLC,Public Improvement,55000
T-034,North Branch South,2018,Chicago Department of Transportation,Public Improvement,54487.1
T-150,Addison South,2017,Conduent State & Local Solutions,Public Improvement,54025.88
T-001,35th/Halsted,2017,Gordian Group,Public Improvement,53784.03
T-069,Pulaski Industrial Corridor,2018,CNECT LLC,Public Improvement,53642
T-095,Midwest,2017,Stanley Construction,Public Improvement,53500
T-101,Jefferson/Roosevelt,2017,CNECT LLC,Public Improvement,53279
T-084,Western Avenue North,2017,Knight E/A Inc.,Public Improvement,52871.03
T-009,95th/Western,2018,Chicago Department of Transportation,Public Improvement,51343.86
T-084,Western Avenue North,2018,Chicago Department of Water Management,Public Improvement,51289.75
T-037,River South,2018,CNECT LLC,Public Improvement,51250
T-147,LaSalle Central,2017,Chicago Department of Transportation,Public Improvement,50721.73
T-061,Bronzeville,2018,Seven-D Construction Co.,Public Improvement,50707.98
T-001,35th/Halsted,2017,Munster Steel,Public Improvement,50531.72
T-052,Kinzie Industrial Corridor,2017,Acura Inc.,Public Improvement,49491.12
T-150,Addison South,2017,Reliable Asphalt,Public Improvement,49469
T-088,Lawrence/Kedzie,2018,Traffic Signal Co.,Public Improvement,49000
T-097,51st/Archer,2018,Pan Oceanic Engineering,Public Improvement,48764.95
T-063,Canal/Congress,2017,Chicago Department of Water Management,Public Improvement,48459.04
T-037,River South,2017,AECOM Technical Service,Public Improvement,48279.91
T-030,Near North,2018,Markspec-Roadsafe,Public Improvement,48174.31
T-048,Western/Ogden,2017,Chicago Department of Transportation,Public Improvement,48009.85
T-122,Drexel Boulevard,2018,CNECT LLC,Public Improvement,47817
T-053,Pilsen Industrial Corridor,2018,Munster Steel,Public Improvement,47649.46
T-033,North Branch North,2017,Mathews Right of Way Co.,Public Improvement,47515.57
T-048,Western/Ogden,2018,Mr. David's Flooring,Public Improvement,47204.9
T-060,71st/Stony Island,2018,A Epstein & Sons,Public Improvement,46759.18
T-147,LaSalle Central,2018,Gordian Group,Public Improvement,46634.3
T-010,126th/Torrence,2017,Collins Engineers,Public Improvement,46362
T-081,Belmont/Central,2018,CNECT LLC,Public Improvement,45620.97
T-161,Ogden/Pulaski,2017,Globetrotters Engineering,Public Improvement,45242
T-081,Belmont/Central,2017,Bigane Paving,Public Improvement,44722.45
T-150,Addison South,2017,Chicago Department of Transportation,Public Improvement,44691.92
T-161,Ogden/Pulaski,2018,Electrical Resource Management,Public Improvement,44616.96
T-052,Kinzie Industrial Corridor,2018,Seven D Construction,Public Improvement,44065.53
T-072,24th/Michigan,2018,MQ Water & Sewers Contractors,Public Improvement,43641.39
T-055,43rd/Cottage Grove,2018,Leopardo Companies Inc.,Public Improvement,43445.5
T-036,Read/Dunning,2017,Chastain & Associates,Public Improvement,43334.39
T-064,Northwest Industrial Corridor,2018,Chicago Department of Transportation,Public Improvement,43284.89
T-076,Devon/Western,2017,Transystems Corp.,Public Improvement,43210.94
T-118,47th/King Drive,2017,Bigane Paving Co.,Public Improvement,42414.71
T-052,Kinzie Industrial Corridor,2018,Comcast,Public Improvement,41426.06
T-038,Roosevelt/Cicero Industrial Corridor,2018,Electrical Resource Management,Public Improvement,41312
T-161,Ogden/Pulaski,2018,Ciorba Group,Public Improvement,40900
T-143,63rd/Ashland,2018,EJM Engineering,Public Improvement,40800
T-084,Western Avenue North,2018,Anchor Mechanical,Public Improvement,40686.91
T-001,35th/Halsted,2017,Anchor Mechanical,Public Improvement,40651.55
T-038,Roosevelt/Cicero Industrial Corridor,2018,John Burns Construction,Public Improvement,40527
T-052,Kinzie Industrial Corridor,2017,Terracon Consulting,Public Improvement,40369.55
T-112,79th/Southwest Highway,2018,Sumit Construction Co. Inc.,Public Improvement,40198.22
T-101,Jefferson/Roosevelt,2018,CNECT LLC,Public Improvement,40000
T-073,111th/Kedzie,2017,AECOM Technical Services,Public Improvement,39642.29
T-121,47th/Halsted,2017,Bigane Paving,Public Improvement,39546.21
T-109,Lawrence/Broadway,2018,Transystems Corp.,Public Improvement,39169.13
T-084,Western Avenue North,2018,Chicago Department of Transportation,Public Improvement,39144.83
T-033,North Branch North,2018,Jacobs Engineering,Public Improvement,39143
T-064,Northwest Industrial Corridor,2018,EJM Engineering,Public Improvement,38524.46
T-064,Northwest Industrial Corridor,2017,D.B. Sterlin Consultants,Public Improvement,38490
T-034,North Branch South,2017,AECOM Technical Service,Public Improvement,38256.43
T-150,Addison South,2017,Trane US,Public Improvement,38114.99
T-150,Addison South,2017,Kenny Construction,Public Improvement,38113.89
T-099,Archer/Central,2017,Bigane Paving,Public Improvement,37818.3
T-086,Central West,2017,URS Corp.,Public Improvement,37815.63
T-034,North Branch South,2017,Chicago Department of Transportation,Public Improvement,37764.22
T-037,River South,2018,Ciorba Group,Public Improvement,37000
T-033,North Branch North,2017,MSC Industrial Supply,Public Improvement,36998.34
T-033,North Branch North,2018,Ty Lin International,Public Improvement,36869.05
T-072,24th/Michigan,2017,Chicago Department of Transportation,Public Improvement,34861
T-110,Wilson Yard,2018,Knight E/A,Public Improvement,33753.2
T-156,Austin Commercial,2018,CNECT LLC,Public Improvement,33708
T-092,Greater Southwest Industrial (West),2017,Sumit Construction,Public Improvement,33448
T-121,47th/Halsted,2017,D.B.Sterlin Consulting,Public Improvement,33365.59
T-057,Jefferson Park,2017,McDonagh Demolition,Public Improvement,32823.38
T-108,Humboldt Park Commercial,2017,Aldridge Electric,Public Improvement,32613.49
T-106,Englewood Neighborhood,2018,Terracon Consultants,Public Improvement,32560.15
T-108,Humboldt Park Commercial,2017,Sumit Construction,Public Improvement,31862.05
T-087,Fullerton/Milwaukee,2017,D. B. Sterlin Consulting,Public Improvement,31807.29
T-095,Midwest,2018,Seven-D Construction,Public Improvement,31706.23
T-095,Midwest,2017,Knight E/A,Public Improvement,30925.99
T-063,Canal/Congress,2018,Markspec-Roadsafe,Public Improvement,30864.6
T-086,Central West,2018,Leopardo Companies,Public Improvement,30618.25
T-105,53rd Street,2018,Arlington Glass,Public Improvement,30545
T-053,Pilsen Industrial Corridor,2017,Bigane Paving,Public Improvement,30463.79
T-072,24th/Michigan,2018,AECOM Technical Service,Public Improvement,30412.72
T-055,43rd/Cottage Grove,2017,Arcadis US,Public Improvement,30210.3
T-037,River South,2017,Ciorba Group,Public Improvement,30000
T-095,Midwest,2017,Ciorba Group,Public Improvement,30000
T-071,Galewood/Armitage Industrial,2018,Chicago Department of Transportation,Public Improvement,29938.55
T-118,47th/King Drive,2017,Leopardo Companies Inc.,Public Improvement,29886.04
T-066,Greater Southwest Industrial (East),2018,CNECT LLC,Public Improvement,29722.78
T-091,Peterson/Pulaski,2018,Ciorba Group,Public Improvement,29600
T-037,River South,2018,Transystems Corp.,Public Improvement,29565.75
T-069,Pulaski Industrial Corridor,2017,G & V Construction Co. Inc.,Public Improvement,29408
T-095,Midwest,2018,Electrical Resource,Public Improvement,29382.21
T-037,River South,2017,Alpine Demolition,Public Improvement,29276
T-147,LaSalle Central,2017,The Luse Companies,Public Improvement,28936.5
T-058,Portage Park,2017,CNECT LLC,Public Improvement,28708
T-001,35th/Halsted,2017,C&C Communications,Public Improvement,28451.02
T-053,Pilsen Industrial Corridor,2018,Ciorba Group,Public Improvement,28400
T-085,Western Avenue South,2017,Chicago Department of Transportation,Public Improvement,28050.35
T-125,119th/I-57,2018,Ameresco Inc,Public Improvement,28041.28
T-070,Clark/Montrose,2017,Seven-D Construction,Public Improvement,28008.47
T-063,Canal/Congress,2017,John McDonough,Public Improvement,27995
T-091,Peterson/Pulaski,2018,Evergreen/MZI,Public Improvement,27898
T-101,Jefferson/Roosevelt,2018,Leopardo Companies,Public Improvement,27693.62
T-001,35th/Halsted,2018,Paschen Divane JV,Public Improvement,27526.62
T-052,Kinzie Industrial Corridor,2017,D.B. Sterlin Construction,Public Improvement,27456.9
T-033,North Branch North,2017,Chicago Department of Transportation,Public Improvement,27454.8
T-030,Near North,2017,Arcadis US,Public Improvement,27342.15
T-127,87th/Cottage Grove,2017,Seven-D Construction,Public Improvement,27264.59
T-095,Midwest,2018,Stanley Construction,Public Improvement,27200
T-009,95th/Western,2017,Chicago Department of Transportation,Public Improvement,27172.99
T-082,Belmont/Cicero,2018,Paschen Divane JV,Public Improvement,27126.47
T-023,Goose Island,2018,Seven D Construction,Public Improvement,27018.45
T-121,47th/Halsted,2017,Illinois Central Sweeping,Public Improvement,26921
T-086,Central West,2017,Transystems Corp.,Public Improvement,26799.23
T-121,47th/Halsted,2017,John Burns Construction,Public Improvement,26423.48
T-048,Western/Ogden,2018,Paschen Divane JV,Public Improvement,26380.72
T-001,35th/Halsted,2017,Transystems Corp.,Public Improvement,26250
T-081,Belmont/Central,2018,Chicago Department of Transportation,Public Improvement,26036.23
T-023,Goose Island,2018,Chicago Department of Transportation,Public Improvement,25968
T-086,Central West,2017,Trane US,Public Improvement,25875
T-021,Englewood Mall,2017,Chicago Department of Transportation,Public Improvement,25584
T-043,Stockyards Annex,2017,Seven-D Construction,Public Improvement,25395.31
T-095,Midwest,2017,Seven-D Construction,Public Improvement,25340.52
T-037,River South,2018,Paschen Divane JV,Public Improvement,25211.78
T-053,Pilsen Industrial Corridor,2018,Transystem Corp,Public Improvement,25011
T-084,Western Avenue North,2017,Chicago Department of Transportation,Public Improvement,25003.73
T-028,Lincoln/Belmont/Ashland,2018,Ciorba Group,Public Improvement,25000
T-084,Western Avenue North,2017,CNECT LLC,Public Improvement,25000
T-085,Western Avenue South,2018,Knight E/A,Public Improvement,24982.94
T-053,Pilsen Industrial Corridor,2017,Knight E/A,Public Improvement,24654.46
T-161,Ogden/Pulaski,2017,John Burns Construction,Public Improvement,24299
T-084,Western Avenue North,2017,Gordian Group,Public Improvement,24212.01
T-071,Galewood/Armitage Industrial,2018,Leopardo Companies,Public Improvement,24153.85
T-033,North Branch North,2018,Mathewson Right of Way,Public Improvement,24114.23
T-103,Lake Calumet Area Industrial,2018,Transystems Corp.,Public Improvement,23757.89
T-043,Stockyards Annex,2017,Elgin Sweeping,Public Improvement,23642
T-053,Pilsen Industrial Corridor,2018,Chicago Department of Water Management,Public Improvement,23522.95
T-127,87th/Cottage Grove,2018,Tramsystems Corp,Public Improvement,23421.98
T-084,Western Avenue North,2017,Traffic Signal Co.,Public Improvement,23275
T-151,Armitage/Pulaski,2017,Traffic Signal Co.,Public Improvement,23275
T-153,Elston/Armstrong Industrial Corridor,2017,Traffic Signal Co.,Public Improvement,23275
T-115,Chicago/Central Park,2017,Milhouse Engineering,Public Improvement,23263.62
T-057,Jefferson Park,2017,Maintnence Coating,Public Improvement,23069.23
T-156,Austin Commercial,2017,Civiltech Engineering,Public Improvement,22969.45
T-121,47th/Halsted,2017,Gordian Group,Public Improvement,22869.78
T-104,River West,2018,Jacobs Engineering,Public Improvement,22810
T-037,River South,2017,John McDonough,Public Improvement,22774
T-075,Madison/Austin Corridor,2017,Leopardo Companies,Public Improvement,22651.34
T-001,35th/Halsted,2018,Knight E/A,Public Improvement,22578.65
T-094,Chicago/Kingsbury,2018,Jacobs Engineering,Public Improvement,22476
T-103,Lake Calumet Area Industrial,2018,Bauer Latozo Studio,Public Improvement,22405.13
T-075,Madison/Austin Corridor,2018,Chicago Department of Transportation,Public Improvement,22379.9
T-114,119th/Halsted,2017,Chicago Department of Transportation,Public Improvement,22377.65
T-077,Lincoln Avenue,2018,James McHugh Construction Co.,Public Improvement,22350
T-064,Northwest Industrial Corridor,2017,MQ Sewer & Water Contractors,Public Improvement,22109
T-094,Chicago/Kingsbury,2018,Transystems Corp,Public Improvement,22077.93
T-060,71st/Stony Island,2017,Knight E/A,Public Improvement,21963.35
T-037,River South,2017,Allied Waste Transportation,Public Improvement,21923.42
T-161,Ogden/Pulaski,2018,Graybar Electric,Public Improvement,21467.81
T-127,87th/Cottage Grove,2018,Knight E/A Inc.,Public Improvement,21258.83
T-129,Diversey/Narragansett,2017,G & V Construction,Public Improvement,21224.5
T-030,Near North,2018,Jacobs Engineering,Public Improvement,21143
T-087,Fullerton/Milwaukee,2017,Jacobs Engineering,Public Improvement,21027.48
T-052,Kinzie Industrial Corridor,2018,Chicago Department of Streets & Sanitation,Public Improvement,21020
T-001,35th/Halsted,2017,Pan Oceanic Engineering,Public Improvement,21013.83
T-035,North/Cicero,2017,Ogden Avenue Materials,Public Improvement,20900
T-106,Englewood Neighborhood,2017,Gordian Group,Public Improvement,20885.72
T-125,119th/I-57,2018,Trice Construction,Public Improvement,20412
T-033,North Branch North,2018,Production Distribution Companies,Public Improvement,20200
T-062,Roosevelt/Racine,2017,Elgin Sweeping,Public Improvement,20111.33
T-013,Bryn Mawr/Broadway,2018,CNECT LLC,Public Improvement,20000
T-091,Peterson/Pulaski,2018,CNECT LLC,Public Improvement,20000
T-117,47th/Ashland,2018,Chicago Department of Transportation,Public Improvement,20000
T-053,Pilsen Industrial Corridor,2018,Christopher B. Burke,Public Improvement,19901.61
T-064,Northwest Industrial Corridor,2018,Wood Environment,Public Improvement,19806.32
T-061,Bronzeville,2018,Transystems Corp,Public Improvement,19772.81
T-095,Midwest,2018,Graybar Electric,Public Improvement,19626.96
T-117,47th/Ashland,2017,Elgin Sweeping Service,Public Improvement,19626.16
T-052,Kinzie Industrial Corridor,2017,STV Inc.,Public Improvement,19421.37
T-121,47th/Halsted,2017,Arcadis US Inc.,Public Improvement,19237.51
T-001,35th/Halsted,2018,Chicago Department of Water Management,Public Improvement,18761.54
T-143,63rd/Ashland,2018,Chicago Department of Transportation,Public Improvement,18678.19
T-156,Austin Commercial,2018,Civiltech Engineering,Public Improvement,18651.01
T-076,Devon/Western,2017,Chicago Department of Transportation,Public Improvement,18630.65
T-143,63rd/Ashland,2018,Civiltech Engineering,Public Improvement,18488.85
T-128,Commercial Avenue,2018,Traffic Signal Co,Public Improvement,18375
T-073,111th/Kedzie,2018,Sumit Construction Co. Inc.,Public Improvement,18294
T-001,35th/Halsted,2017,Bigane Paving,Public Improvement,18175.6
T-063,Canal/Congress,2018,Transystems Corp,Public Improvement,18114
T-083,West Irving Park,2017,Leopardo Companies,Public Improvement,18010.07
T-115,Chicago/Central Park,2017,HNTB Corp.,Public Improvement,17990.15
T-147,LaSalle Central,2018,Transystems Corp.,Public Improvement,17820.46
T-086,Central West,2018,Chicago Department of Transportation,Public Improvement,17702.93
T-034,North Branch South,2018,Paschen Divane JV,Public Improvement,17572.14
T-127,87th/Cottage Grove,2017,Knight E/A Inc.,Public Improvement,17447.56
T-103,Lake Calumet Area Industrial,2018,Munster Steel,Public Improvement,17385.23
T-053,Pilsen Industrial Corridor,2018,Maintenance Coating,Public Improvement,17370.98
T-147,LaSalle Central,2018,Paschen Divane JV,Public Improvement,17363.86
T-111,105th/Vincennes,2018,Electrical Resource Management,Public Improvement,17123.63
T-037,River South,2018,Production Distribution,Public Improvement,17052
T-048,Western/Ogden,2017,Seven-D Construction,Public Improvement,17038.29
T-076,Devon/Western,2018,Transystems Corp.,Public Improvement,16965.44
T-052,Kinzie Industrial Corridor,2018,Gordian Group,Public Improvement,16912.28
T-052,Kinzie Industrial Corridor,2018,D.B. Sterlin Consultants,Public Improvement,16900
T-143,63rd/Ashland,2017,Civiltech Engineering,Public Improvement,16836.98
T-095,Midwest,2018,Gordian Group,Public Improvement,16544.45
T-109,Lawrence/Broadway,2017,Chicago Department of Transportation,Public Improvement,16403.96
T-053,Pilsen Industrial Corridor,2018,Arcadis US Inc,Public Improvement,16220.35
T-143,63rd/Ashland,2018,Stanley Consultants,Public Improvement,16200
T-075,Madison/Austin Corridor,2018,Kenny Construction,Public Improvement,16152.49
T-055,43rd/Cottage Grove,2017,McDonagh Demolition Inc.,Public Improvement,15999.48
T-038,Roosevelt/Cicero Industrial Corridor,2017,Terracon Consulting,Public Improvement,15949
T-086,Central West,2018,Johnson Pipe,Public Improvement,15915.68
T-112,79th/Southwest Highway,2017,Transystems Corp.,Public Improvement,15853
T-086,Central West,2017,Illinois Central Sweeping,Public Improvement,15653.21
T-060,71st/Stony Island,2018,Knight E/A,Public Improvement,15563.47
T-037,River South,2018,Eagle Painting,Public Improvement,15546
T-001,35th/Halsted,2017,Industrial Fence,Public Improvement,15366.35
T-038,Roosevelt/Cicero Industrial Corridor,2018,Graybar Electric Co.,Public Improvement,15227.32
T-054,Stony Island Commercial/Burnside Industrial,2017,Chicago Department of Transportation,Public Improvement,14956.5
T-037,River South,2017,Mathewson Right-Of-Way,Public Improvement,14877.3
T-106,Englewood Neighborhood,2018,Sumit Construction Co. Inc.,Public Improvement,14835.04
T-091,Peterson/Pulaski,2018,Highway Safety Corp,Public Improvement,14776.12
T-037,River South,2017,Transystems Corp.,Public Improvement,14761.68
T-114,119th/Halsted,2017,Ozing Ready Mix,Public Improvement,14557.87
T-116,Lawrence/Pulaski,2018,Chicago Department of Transportation,Public Improvement,14488.44
T-097,51st/Archer,2017,Pan Oceanic Engineering,Public Improvement,14436.75
T-176,107th/Halsted,2017,Chicago Department of Transportation,Public Improvement,14363.53
T-127,87th/Cottage Grove,2017,Chicago Department of Transportation,Public Improvement,14234.9
T-023,Goose Island,2018,CNECT LLC,Public Improvement,14100
T-112,79th/Southwest Highway,2018,CNECT LLC,Public Improvement,13830.18
T-095,Midwest,2018,CNECT LLC,Public Improvement,13546.8
T-086,Central West,2017,Gordian Group,Public Improvement,13517.47
